age,season,transfer_no,apearance,goal,assist,yellow,yellow2,red,foot,height,position,mv
19,14,4,22,4,7,5,0,0,both,175,Midfielder - Attacking Midfield,585000
17,12,3,2,0,0,1,0,0,both,175,Midfielder - Attacking Midfield,585000
27,20,4,2,0,0,0,0,0,right,173,Midfielder - Defensive Midfield,1560000
23,16,3,38,2,1,8,0,0,right,173,Midfielder - Defensive Midfield,4500000
19,12,2,28,2,1,1,1,0,right,173,Midfielder - Defensive Midfield,180000
18,11,1,22,8,0,3,0,0,right,173,Midfielder - Defensive Midfield,4500000
18,20,3,1,0,0,0,0,0,right,173,Midfielder - Attacking Midfield,4500000
19,19,4,3,0,0,0,0,0,left,170,Defender - Left-Back,4500000
17,17,3,0,0,0,0,0,0,left,170,Defender - Left-Back,4500000
19,20,5,3,0,0,0,0,0,left,186,Defender - Centre-Back,4500000
18,19,4,3,0,0,0,0,0,left,186,Defender - Centre-Back,4500000
21,19,6,0,0,0,0,0,0,left,190,Defender - Centre-Back,23000
19,17,4,0,0,0,0,0,0,left,190,Defender - Centre-Back,23000
19,19,3,27,3,2,4,0,0,left,178,Forward - Right Winger,315000
18,18,2,15,1,2,1,0,0,left,178,Forward - Right Winger,315000
2,4,4,16,0,0,4,0,0,left,177,Midfielder - Attacking Midfield,315000
-1,1,3,2,0,0,0,0,0,left,177,Midfielder - Attacking Midfield,315000
22,20,5,0,0,0,0,0,0,right,187,Midfielder - Defensive Midfield,3600000
21,19,4,35,0,1,7,1,0,right,187,Midfielder - Defensive Midfield,1800000
20,18,3,31,2,1,4,0,0,right,187,Midfielder - Defensive Midfield,1080000
19,17,2,34,1,1,3,0,0,right,187,Midfielder - Defensive Midfield,225000
18,16,1,6,0,0,1,0,0,right,187,Midfielder - Defensive Midfield,1080000
34,17,5,48,3,2,3,1,0,left,189,Defender - Centre-Back,2700000
31,14,4,41,3,0,6,0,0,left,189,Defender - Centre-Back,10800000
26,9,3,25,1,2,5,0,0,left,189,Defender - Centre-Back,5400000
22,5,2,37,2,1,4,0,0,left,189,Defender - Centre-Back,3150000
19,2,1,32,5,1,7,0,0,left,189,Defender - Centre-Back,5400000
27,20,8,2,0,0,0,0,0,right,178,Forward - Left Winger,2880000
26,19,7,18,1,0,1,0,0,right,178,Forward - Left Winger,4500000
25,18,6,19,2,1,2,0,0,right,178,Forward - Left Winger,6750000
24,17,5,14,1,2,0,0,0,right,178,Forward - Left Winger,8250000
23,16,4,30,5,1,5,0,0,right,178,Forward - Left Winger,12600000
20,13,3,31,8,6,2,0,0,right,178,Forward - Left Winger,10800000
18,11,2,41,11,6,6,0,0,right,178,Forward - Left Winger,10800000
17,10,1,3,0,0,0,0,0,right,178,Forward - Left Winger,10800000
23,20,7,8,0,1,1,0,0,right,172,Midfielder - Attacking Midfield,3600000
21,18,6,40,4,8,5,0,0,right,172,Midfielder - Attacking Midfield,2250000
20,17,5,15,0,4,1,0,0,right,172,Midfielder - Attacking Midfield,1500000
18,15,4,43,6,6,7,0,1,right,172,Midfielder - Attacking Midfield,900000
17,14,3,26,4,4,0,0,0,right,172,Midfielder - Attacking Midfield,900000
17,19,4,4,0,0,1,0,0,right,183,Midfielder - Central Midfield,900000
20,20,3,1,0,0,0,0,0,right,191,Defender - Centre-Back,900000
17,17,1,6,0,0,0,0,0,right,191,Defender - Centre-Back,900000
22,18,6,32,3,4,6,0,0,right,177,Midfielder - Left Midfield,450000
21,17,5,22,5,2,3,0,0,right,177,Midfielder - Left Midfield,540000
19,15,4,27,4,4,1,0,0,right,177,Midfielder - Left Midfield,90000
18,14,3,21,6,1,0,0,0,right,177,Midfielder - Left Midfield,90000
17,13,2,20,1,0,4,0,0,right,177,Midfielder - Left Midfield,90000
16,12,1,14,0,0,0,0,0,right,177,Midfielder - Left Midfield,90000
19,18,2,0,0,0,0,0,0,right,194,Defender - Centre-Back,90000
17,16,1,4,0,0,0,1,0,right,194,Defender - Centre-Back,90000
17,20,3,0,0,0,0,0,0,right,172,Forward - Left Winger,90000
16,19,2,32,5,2,4,0,0,right,172,Forward - Left Winger,90000
20,18,4,31,4,8,4,0,0,right,176,Forward - Right Winger,248000
18,16,3,22,1,0,3,0,0,right,176,Forward - Right Winger,248000
20,20,2,1,1,0,0,0,0,right,180,Forward - Left Winger,248000
19,19,1,16,2,0,0,0,0,right,180,Forward - Left Winger,248000
31,19,10,22,0,1,10,0,0,right,185,Defender - Centre-Back,2250000
30,18,9,21,0,0,9,0,0,right,185,Defender - Centre-Back,1800000
29,17,8,22,0,0,7,0,1,right,185,Defender - Centre-Back,3150000
25,13,7,34,0,0,11,0,1,right,185,Defender - Centre-Back,5400000
24,12,6,36,2,0,12,1,1,right,185,Defender - Centre-Back,2700000
23,11,5,33,1,1,16,0,0,right,185,Defender - Centre-Back,360000
19,7,4,5,0,0,1,0,0,right,185,Defender - Centre-Back,360000
26,19,8,26,9,2,3,0,0,right,188,Forward - Centre-Forward,720000
24,17,7,29,11,0,6,1,0,right,188,Forward - Centre-Forward,450000
24,16,6,13,3,0,1,0,0,right,188,Forward - Centre-Forward,450000
23,16,5,13,3,0,1,0,0,right,188,Forward - Centre-Forward,630000
22,15,4,14,1,0,0,0,0,right,188,Forward - Centre-Forward,450000
21,14,3,35,16,2,7,1,0,right,188,Forward - Centre-Forward,360000
20,13,2,31,7,0,0,0,0,right,188,Forward - Centre-Forward,225000
19,12,1,3,0,0,0,0,0,right,188,Forward - Centre-Forward,225000
29,20,4,8,0,1,3,0,0,left,172,Defender - Left-Back,10800000
26,17,3,57,7,10,14,1,0,left,172,Defender - Left-Back,6300000
23,14,2,40,5,7,7,0,1,left,172,Defender - Left-Back,45000
19,10,1,2,0,0,0,0,0,left,172,Defender - Left-Back,450000
21,20,7,2,0,0,1,0,0,right,178,Midfielder - Central Midfield,1800000
19,18,6,15,2,0,3,0,0,right,178,Midfielder - Central Midfield,360000
18,17,5,21,3,4,2,0,0,right,178,Midfielder - Central Midfield,360000
17,16,4,5,0,0,0,0,0,right,178,Midfielder - Central Midfield,360000
17,20,1,2,0,0,0,0,0,right,178,Midfielder - Attacking Midfield,360000
17,20,1,4,2,0,0,0,0,right,187,Forward - Centre-Forward,360000
18,20,4,8,1,0,0,0,0,left,184,Defender - Left-Back,360000
17,19,3,26,1,3,2,0,0,left,184,Defender - Left-Back,360000
17,19,3,4,1,0,1,0,0,right,187,Forward - Centre-Forward,360000
27,17,9,78,2,2,26,0,2,right,186,Defender - Centre-Back,2700000
25,15,8,48,0,0,12,0,0,right,186,Defender - Centre-Back,675000
24,14,7,48,0,0,12,0,0,right,186,Defender - Centre-Back,990000
23,13,6,32,0,2,12,0,0,right,186,Defender - Centre-Back,1350000
22,12,5,68,2,4,16,4,2,right,186,Defender - Centre-Back,180000
21,11,4,48,0,0,10,2,2,right,186,Defender - Centre-Back,180000
20,10,3,32,0,0,6,0,4,right,186,Defender - Centre-Back,180000
19,9,2,2,2,0,0,0,0,right,186,Defender - Centre-Back,180000
29,20,11,5,0,0,1,0,0,right,185,Forward - Centre-Forward,540000
28,19,10,41,12,4,3,0,0,right,185,Forward - Centre-Forward,450000
27,18,9,28,3,2,3,0,0,right,185,Forward - Centre-Forward,900000
26,17,8,25,7,4,2,0,0,right,185,Forward - Centre-Forward,900000
25,16,7,35,5,2,1,0,0,right,185,Forward - Centre-Forward,900000
23,14,6,31,4,1,2,0,0,right,185,Forward - Centre-Forward,1170000
22,13,5,46,13,0,7,0,0,right,185,Forward - Centre-Forward,1080000
21,12,4,26,0,0,2,0,0,right,185,Forward - Centre-Forward,1080000
20,11,3,29,4,0,3,0,1,right,185,Forward - Centre-Forward,720000
19,10,2,31,11,0,5,0,0,right,185,Forward - Centre-Forward,720000
17,20,1,6,1,0,2,0,0,left,188,Midfielder - Central Midfield,180000
29,20,7,8,0,0,2,0,0,right,187,Midfielder - Central Midfield,4050000
26,17,6,57,3,3,9,0,0,right,187,Midfielder - Central Midfield,1800000
25,16,5,38,5,0,7,0,0,right,187,Midfielder - Central Midfield,1110000
25,15,4,15,1,0,3,1,0,right,187,Midfielder - Central Midfield,1350000
23,14,3,32,3,0,5,0,0,right,187,Midfielder - Central Midfield,1440000
22,13,2,18,1,0,2,0,0,right,187,Midfielder - Central Midfield,1440000
20,11,1,3,0,0,1,0,0,right,187,Midfielder - Central Midfield,810000
19,20,2,4,0,0,0,0,0,left,181,Forward,810000
18,19,1,1,0,0,0,0,0,left,181,Forward,810000
18,20,4,4,0,0,0,0,0,left,181,Defender - Centre-Back,810000
33,17,19,19,6,1,4,0,1,right,183,Forward - Centre-Forward,90000
32,16,18,36,10,2,9,1,0,right,183,Forward - Centre-Forward,270000
31,15,17,17,9,2,2,0,0,right,183,Forward - Centre-Forward,315000
30,14,16,9,0,0,1,0,0,right,183,Forward - Centre-Forward,450000
29,13,15,27,3,0,4,0,0,right,183,Forward - Centre-Forward,540000
29,12,14,15,4,0,5,0,0,right,183,Forward - Centre-Forward,540000
28,12,13,15,4,0,5,0,0,right,183,Forward - Centre-Forward,270000
27,11,12,21,0,1,5,0,0,right,183,Forward - Centre-Forward,225000
26,10,11,26,2,1,0,0,0,right,183,Forward - Centre-Forward,225000
25,9,10,24,4,2,1,0,0,right,183,Forward - Centre-Forward,225000
24,8,9,16,3,0,1,0,0,right,183,Forward - Centre-Forward,225000
21,5,6,3,1,0,0,0,0,right,183,Forward - Centre-Forward,225000
19,20,4,0,0,0,0,0,0,right,183,Midfielder - Attacking Midfield,225000
27,17,6,54,5,5,11,0,0,right,196,Defender - Centre-Back,5400000
26,16,5,43,3,1,10,0,0,right,196,Defender - Centre-Back,2250000
25,15,4,33,0,2,8,0,0,right,196,Defender - Centre-Back,1800000
24,14,3,21,0,0,2,0,0,right,196,Defender - Centre-Back,2250000
21,11,2,47,3,4,8,0,0,right,196,Defender - Centre-Back,2250000
19,9,1,5,1,1,1,0,0,right,196,Defender - Centre-Back,2250000
26,18,10,33,0,4,6,0,3,right,180,Defender - Right-Back,2250000
25,17,9,30,1,4,2,0,0,right,180,Defender - Right-Back,2250000
23,15,8,38,0,4,3,0,0,right,180,Defender - Right-Back,990000
22,14,7,25,0,0,5,0,0,right,180,Defender - Right-Back,720000
21,13,6,38,3,3,4,0,0,right,180,Defender - Right-Back,360000
20,12,5,21,0,0,3,0,0,right,180,Defender - Right-Back,240000
20,11,4,15,0,0,3,0,0,right,180,Defender - Right-Back,180000
19,11,3,15,0,0,3,0,0,right,180,Defender - Right-Back,180000
18,10,2,25,0,0,3,0,0,right,180,Defender - Right-Back,338000
27,20,9,6,0,0,0,0,0,left,185,Defender - Centre-Back,540000
24,17,8,33,0,2,3,0,1,left,185,Defender - Centre-Back,315000
22,15,7,10,0,0,2,0,0,left,185,Defender - Centre-Back,540000
21,14,6,3,0,0,0,0,0,left,185,Defender - Centre-Back,1080000
19,12,5,36,0,0,4,0,0,left,185,Defender - Centre-Back,1080000
26,19,11,14,0,0,2,0,0,right,190,Defender - Centre-Back,1800000
24,17,10,34,0,0,4,0,1,right,190,Defender - Centre-Back,2700000
23,16,9,18,0,2,1,0,0,right,190,Defender - Centre-Back,3600000
22,15,8,14,0,0,0,0,0,right,190,Defender - Centre-Back,3600000
21,14,7,15,1,0,3,0,0,right,190,Defender - Centre-Back,3900000
20,13,6,12,0,1,2,0,0,right,190,Defender - Centre-Back,945000
19,12,5,32,1,0,4,0,0,right,190,Defender - Centre-Back,540000
27,11,4,28,3,1,10,0,1,left,183,Defender - Centre-Back,360000
26,10,3,32,5,0,6,1,0,left,183,Defender - Centre-Back,360000
25,9,2,2,0,0,1,0,0,left,183,Defender - Centre-Back,360000
24,8,1,8,1,0,1,0,0,left,183,Defender - Centre-Back,360000
18,20,5,8,3,0,1,0,0,right,180,Forward - Centre-Forward,360000
17,19,4,11,3,1,2,0,0,right,180,Forward - Centre-Forward,360000
24,20,4,2,0,1,1,0,0,right,175,Defender - Right-Back,3600000
23,19,3,17,0,0,3,0,0,right,175,Defender - Right-Back,7200000
20,16,2,4,0,0,0,0,0,right,175,Defender - Right-Back,7200000
30,19,11,25,2,5,2,1,1,right,185,Forward - Left Winger,11700000
29,18,10,38,8,8,9,0,0,right,185,Forward - Left Winger,16200000
27,16,9,16,1,4,3,0,0,right,185,Forward - Left Winger,12600000
23,12,8,48,3,8,6,0,0,right,185,Forward - Left Winger,225000
22,11,7,24,1,0,1,1,0,right,185,Forward - Left Winger,90000
21,9,6,42,3,5,3,0,0,right,185,Forward - Left Winger,45000
20,9,5,42,3,5,3,0,0,right,185,Forward - Left Winger,45000
20,8,4,20,3,1,5,0,0,right,185,Forward - Left Winger,45000
19,8,3,20,3,1,5,0,0,right,185,Forward - Left Winger,45000
18,7,2,14,1,2,0,0,0,right,185,Forward - Left Winger,45000
20,18,6,3,0,1,0,0,0,both,182,Forward - Centre-Forward,23000
18,16,4,3,0,1,0,0,0,both,182,Forward - Centre-Forward,23000
24,20,5,1,0,0,0,0,0,right,177,Defender - Right-Back,720000
21,17,4,3,0,0,2,0,1,right,177,Defender - Right-Back,135000
20,16,3,19,0,0,5,0,0,right,177,Defender - Right-Back,135000
25,20,10,3,0,0,0,0,0,left,188,Forward - Centre-Forward,1620000
24,19,9,26,3,2,4,0,0,left,188,Forward - Centre-Forward,2250000
23,18,8,23,3,2,3,0,0,left,188,Forward - Centre-Forward,480000
22,17,7,33,12,6,4,0,1,left,188,Forward - Centre-Forward,270000
19,14,5,0,0,0,0,0,0,left,188,Forward - Centre-Forward,270000
22,18,4,38,4,6,2,0,0,right,170,Forward - Left Winger,1080000
21,17,3,25,4,0,0,1,0,right,170,Forward - Left Winger,810000
19,15,2,27,5,1,0,0,1,right,170,Forward - Left Winger,450000
22,18,5,19,1,0,7,2,0,right,172,Midfielder - Defensive Midfield,90000
21,17,4,2,0,0,1,0,0,right,172,Midfielder - Defensive Midfield,90000
19,15,3,1,0,0,0,0,0,right,172,Midfielder - Defensive Midfield,90000
28,20,6,5,0,1,1,0,0,left,174,Midfielder - Left Midfield,180000
26,18,5,8,0,0,1,0,0,left,174,Midfielder - Left Midfield,608000
24,16,4,44,3,7,6,0,0,left,174,Midfielder - Left Midfield,360000
22,14,3,28,4,4,4,0,0,left,174,Midfielder - Left Midfield,360000
21,13,2,41,6,1,5,0,0,left,174,Midfielder - Left Midfield,360000
24,20,6,0,0,0,0,0,0,right,174,Forward - Second Striker,495000
23,19,5,32,1,3,5,0,0,right,174,Forward - Second Striker,337500
22,18,4,32,10,4,5,0,0,right,174,Forward - Second Striker,315000
21,17,3,38,6,5,5,0,0,right,174,Forward - Second Striker,79000
19,15,2,15,1,2,2,0,0,right,174,Forward - Second Striker,68000
28,20,5,4,0,1,0,0,0,right,186,Defender - Right-Back,405333.3333
27,19,4,7,0,0,0,0,0,right,186,Defender - Right-Back,630000
25,17,3,10,0,0,1,0,0,right,186,Defender - Right-Back,1350000
21,13,2,21,1,1,6,1,0,right,186,Defender - Right-Back,900000
18,10,1,20,0,0,3,0,0,right,186,Defender - Right-Back,1350000
22,19,3,1,0,0,0,0,0,right,181,Forward - Centre-Forward,270000
20,17,2,5,0,0,0,0,0,right,181,Forward - Centre-Forward,270000
22,20,7,4,0,0,0,0,0,right,186,Midfielder - Defensive Midfield,1080000
21,19,6,34,2,4,9,0,0,right,186,Midfielder - Defensive Midfield,270000
20,18,5,31,6,0,4,0,0,right,186,Midfielder - Defensive Midfield,270000
19,17,4,32,0,0,6,1,0,right,186,Midfielder - Defensive Midfield,270000
17,15,3,31,4,0,8,0,0,right,186,Midfielder - Defensive Midfield,270000
25,20,7,4,0,0,0,0,0,right,191,Defender - Centre-Back,428000
24,19,6,23,2,2,4,1,0,right,191,Defender - Centre-Back,810000
23,18,5,14,2,2,5,0,0,right,191,Defender - Centre-Back,1440000
22,17,4,15,1,0,3,0,0,right,191,Defender - Centre-Back,900000
19,14,3,26,1,0,7,3,0,right,191,Defender - Centre-Back,900000
29,20,9,5,0,0,2,0,0,right,171,Defender - Right-Back,7800000
28,19,8,24,2,1,1,0,0,right,171,Defender - Right-Back,12150000
24,15,7,27,0,2,3,0,0,right,171,Defender - Right-Back,8550000
21,12,6,25,1,5,10,0,0,right,171,Defender - Right-Back,1530000
20,11,5,29,0,0,9,0,0,right,171,Defender - Right-Back,990000
19,10,4,5,0,1,0,0,0,right,171,Defender - Right-Back,990000
17,8,3,0,0,0,0,0,0,right,171,Defender - Right-Back,990000
19,10,6,1,0,0,0,0,0,right,171,Midfielder - Central Midfield,990000
29,20,13,3,0,1,0,0,0,right,181,Forward - Left Winger,382500
28,19,12,22,2,2,1,0,0,right,181,Forward - Left Winger,360000
26,17,11,42,9,5,5,0,1,right,181,Forward - Left Winger,900000
25,16,10,32,4,0,2,0,0,right,181,Forward - Left Winger,1580000
24,15,9,34,6,3,8,0,0,right,181,Forward - Left Winger,225000
23,14,8,39,19,1,7,1,0,right,181,Forward - Left Winger,225000
22,13,7,35,1,1,6,0,0,right,181,Forward - Left Winger,225000
25,20,8,3,0,0,1,0,0,right,195,Forward - Centre-Forward,270000
23,18,7,10,5,1,2,0,0,right,195,Forward - Centre-Forward,90000
22,17,6,2,0,0,0,0,0,right,195,Forward - Centre-Forward,180000
21,16,5,14,2,1,1,0,0,right,195,Forward - Centre-Forward,180000
20,15,4,4,1,0,1,0,0,right,195,Forward - Centre-Forward,180000
19,14,3,2,0,0,0,0,0,right,195,Forward - Centre-Forward,180000
19,19,7,11,0,0,2,0,0,right,188,Forward - Centre-Forward,180000
19,20,2,1,0,0,0,0,0,left,180,Midfielder - Attacking Midfield,180000
18,19,1,2,0,0,0,0,0,left,180,Midfielder - Attacking Midfield,180000
21,12,3,15,0,0,3,0,0,right,179,Defender - Right-Back,180000
23,19,8,20,0,1,1,0,0,right,184,Forward - Centre-Forward,292500
22,18,7,30,8,2,4,0,0,right,184,Forward - Centre-Forward,247666.6667
21,17,6,33,4,4,3,0,0,right,184,Forward - Centre-Forward,45000
20,16,5,32,9,0,6,1,0,right,184,Forward - Centre-Forward,45000
19,15,4,13,1,0,0,0,0,right,184,Forward - Centre-Forward,45000
31,19,6,30,3,0,3,0,0,right,188,Defender - Centre-Back,540000
30,18,5,37,1,0,2,0,0,right,188,Defender - Centre-Back,480000
25,13,3,44,1,2,8,0,1,right,188,Defender - Centre-Back,1080000
24,12,2,14,0,0,2,1,0,right,188,Defender - Centre-Back,1620000
20,8,1,12,0,0,1,0,0,right,188,Defender - Centre-Back,1080000
20,20,3,1,0,0,0,0,0,right,176,Forward - Right Winger,90000
19,19,2,22,5,0,2,0,0,right,176,Forward - Right Winger,90000
23,19,5,6,0,0,0,0,0,right,176,Midfielder - Left Midfield,23000
21,17,4,1,0,0,0,0,0,right,176,Midfielder - Left Midfield,23000
20,16,3,4,1,0,2,0,0,right,176,Midfielder - Left Midfield,23000
18,14,2,11,0,0,1,0,0,right,176,Midfielder - Left Midfield,23000
17,13,1,11,0,0,3,0,0,right,176,Midfielder - Left Midfield,23000
25,6,12,1,0,0,0,0,0,right,176,Forward,180000
25,6,12,1,0,0,0,0,0,both,183,Midfielder - Defensive Midfield,180000
25,17,11,25,0,0,6,0,1,right,176,Forward,180000
25,17,11,25,0,0,6,0,1,both,183,Midfielder - Defensive Midfield,180000
23,15,9,9,0,0,1,0,0,right,176,Forward,180000
23,15,9,9,0,0,1,0,0,both,183,Midfielder - Defensive Midfield,180000
24,16,4,12,1,0,3,1,0,right,176,Forward,180000
24,16,4,12,1,0,3,1,0,both,183,Midfielder - Defensive Midfield,180000
21,13,3,20,0,2,7,0,0,right,176,Forward,180000
21,13,3,20,0,2,7,0,0,both,183,Midfielder - Defensive Midfield,180000
20,12,2,21,0,0,4,0,0,right,176,Forward,180000
20,12,2,21,0,0,4,0,0,both,183,Midfielder - Defensive Midfield,180000
20,17,5,1,0,1,0,0,0,left,180,Midfielder - Attacking Midfield,180000
29,18,10,19,6,3,5,0,0,right,174,Midfielder - Central Midfield,3150000
26,15,9,37,5,6,6,0,0,right,174,Midfielder - Central Midfield,4950000
23,12,8,31,1,0,11,0,0,right,174,Midfielder - Central Midfield,135000
22,10,7,8,0,0,0,0,0,right,174,Midfielder - Central Midfield,180000
21,10,6,8,0,0,0,0,0,right,174,Midfielder - Central Midfield,180000
19,8,5,26,2,0,4,0,0,right,174,Midfielder - Central Midfield,180000
21,19,5,24,3,0,1,0,0,right,183,Midfielder - Central Midfield,180000
19,17,3,1,2,0,0,0,0,right,183,Midfielder - Central Midfield,180000
19,19,4,1,0,0,0,0,0,both,196,Forward - Centre-Forward,180000
17,17,3,1,0,0,0,0,0,both,196,Forward - Centre-Forward,180000
16,16,2,1,0,0,0,0,0,both,196,Forward - Centre-Forward,180000
25,19,5,0,0,0,0,0,0,right,170,Midfielder - Central Midfield,360000
24,18,4,40,0,3,14,0,0,right,170,Midfielder - Central Midfield,405000
22,16,3,29,1,2,3,0,0,right,170,Midfielder - Central Midfield,270000
21,15,2,14,1,1,3,0,0,right,170,Midfielder - Central Midfield,270000
23,19,4,37,11,5,2,0,0,right,182,Forward - Centre-Forward,630000
22,18,3,30,9,2,8,1,0,right,182,Forward - Centre-Forward,630000
26,20,10,22,9,0,1,0,0,right,184,Forward - Centre-Forward,720000
25,19,9,30,8,2,1,0,0,right,184,Forward - Centre-Forward,270000
25,18,8,25,7,1,6,0,0,right,184,Forward - Centre-Forward,270000
24,18,7,25,7,1,6,0,0,right,184,Forward - Centre-Forward,270000
24,17,6,11,2,0,0,1,0,right,184,Forward - Centre-Forward,270000
23,17,5,11,2,0,0,1,0,right,184,Forward - Centre-Forward,248000
21,15,4,35,7,0,6,0,0,right,184,Forward - Centre-Forward,450000
20,14,3,16,0,1,1,0,0,right,184,Forward - Centre-Forward,900000
20,13,2,9,3,0,0,0,0,right,184,Forward - Centre-Forward,900000
18,12,1,9,6,1,0,0,0,right,184,Forward - Centre-Forward,900000
21,19,6,0,0,0,0,0,0,both,167,Forward - Right Winger,68000
17,15,3,4,0,0,0,0,0,both,167,Forward - Right Winger,68000
27,20,8,6,0,1,1,0,0,left,189,Defender - Left-Back,270000
26,19,7,22,0,4,3,0,0,left,189,Defender - Left-Back,293000
22,15,6,28,0,3,3,0,0,left,189,Defender - Left-Back,390000
21,14,5,4,0,0,1,0,0,left,189,Defender - Left-Back,450000
20,13,4,42,0,0,6,0,0,left,189,Defender - Left-Back,180000
19,12,3,6,0,0,0,0,0,left,189,Defender - Left-Back,180000
29,20,5,7,6,1,1,0,0,right,177,Forward - Left Winger,2520000
27,18,4,39,10,9,4,0,0,right,177,Forward - Left Winger,1130000
26,17,3,35,5,7,2,0,0,right,177,Forward - Left Winger,180000
24,15,2,39,7,1,5,0,0,right,177,Forward - Left Winger,23000
23,20,6,4,0,0,0,0,0,right,173,Midfielder - Central Midfield,1080000
22,19,5,32,0,2,5,0,0,right,173,Midfielder - Central Midfield,1053333.333
21,18,4,20,1,2,1,0,1,right,173,Midfielder - Central Midfield,900000
20,17,3,36,4,1,12,0,0,right,173,Midfielder - Central Midfield,225000
20,16,2,5,0,0,0,0,0,right,173,Midfielder - Central Midfield,135000
18,19,2,2,0,0,0,0,0,right,173,Defender - Right-Back,225000
16,17,1,11,0,0,2,0,0,right,173,Defender - Right-Back,225000
22,20,6,5,0,0,2,0,0,right,188,Defender - Centre-Back,180000
21,19,5,19,0,0,3,0,0,right,188,Defender - Centre-Back,180000
20,18,4,19,0,0,2,0,0,right,188,Defender - Centre-Back,180000
19,17,3,21,2,0,5,0,0,right,188,Defender - Centre-Back,180000
18,16,2,25,0,1,6,0,0,right,188,Defender - Centre-Back,180000
17,15,1,16,0,0,1,0,0,right,188,Defender - Centre-Back,180000
20,20,5,13,3,3,1,0,0,left,183,Midfielder - Attacking Midfield,180000
18,18,4,22,4,2,3,0,0,left,183,Midfielder - Attacking Midfield,315000
17,17,3,30,8,17,3,0,0,left,183,Midfielder - Attacking Midfield,315000
15,15,2,26,6,1,4,0,0,left,183,Midfielder - Attacking Midfield,315000
19,20,4,3,0,0,1,0,0,left,194,Defender - Centre-Back,315000
17,18,2,7,0,0,1,0,0,left,194,Defender - Centre-Back,315000
16,17,1,1,1,0,1,0,0,left,194,Defender - Centre-Back,315000
23,18,5,30,0,3,3,0,0,right,180,Defender - Right-Back,405000
21,16,4,36,0,1,4,0,0,right,180,Defender - Right-Back,90000
20,15,3,7,0,0,1,0,0,right,180,Defender - Right-Back,90000
30,20,9,8,0,0,0,0,0,left,177,Defender - Left-Back,1440000
28,18,8,10,1,1,2,0,0,left,177,Defender - Left-Back,1350000
26,16,7,38,0,3,3,0,0,left,177,Defender - Left-Back,450000
25,15,6,47,1,5,8,0,0,left,177,Defender - Left-Back,540000
24,14,5,10,0,1,1,0,0,left,177,Defender - Left-Back,900000
23,13,4,27,0,1,1,1,0,left,177,Defender - Left-Back,780000
22,12,3,26,0,0,9,0,0,left,177,Defender - Left-Back,360000
21,11,2,33,1,0,5,0,0,left,177,Defender - Left-Back,45000
27,20,7,5,0,0,2,0,0,right,186,Defender - Centre-Back,1350000
25,18,6,8,0,1,1,0,0,right,186,Defender - Centre-Back,1800000
24,17,5,28,1,1,2,0,0,right,186,Defender - Centre-Back,1800000
19,12,4,7,1,0,0,0,0,right,186,Defender - Centre-Back,1800000
19,20,6,2,0,0,0,0,0,right,180,Forward - Centre-Forward,1800000
18,19,5,3,1,0,1,0,0,right,180,Forward - Centre-Forward,1800000
30,10,11,1,0,0,0,0,0,right,187,Defender - Centre-Back,158000
28,8,10,15,0,0,2,0,0,right,187,Defender - Centre-Back,158000
26,5,7,12,1,0,3,0,0,right,187,Defender - Centre-Back,158000
25,5,6,12,1,0,3,0,0,right,187,Defender - Centre-Back,158000
27,20,12,6,0,2,1,0,0,right,177,Midfielder - Attacking Midfield,1350000
25,18,11,23,0,0,5,0,0,right,177,Midfielder - Attacking Midfield,900000
24,17,10,23,1,2,5,0,0,right,177,Midfielder - Attacking Midfield,900000
23,16,9,10,0,1,0,0,0,right,177,Midfielder - Attacking Midfield,900000
22,15,8,14,2,0,0,0,0,right,177,Midfielder - Attacking Midfield,450000
21,14,7,35,5,3,5,0,0,right,177,Midfielder - Attacking Midfield,450000
20,13,6,16,5,2,1,0,0,right,177,Midfielder - Attacking Midfield,450000
19,12,5,20,2,2,6,0,0,right,177,Midfielder - Attacking Midfield,450000
26,20,10,2,0,0,0,0,0,right,183,Midfielder - Attacking Midfield,203000
25,19,9,22,3,2,3,0,0,right,183,Midfielder - Attacking Midfield,180000
24,18,8,8,0,5,1,0,0,right,183,Midfielder - Attacking Midfield,293000
22,16,7,1,0,0,0,0,0,right,183,Midfielder - Attacking Midfield,293000
25,3,4,0,0,0,0,0,0,right,180,Midfielder - Attacking Midfield,293000
24,18,2,15,0,0,4,0,0,right,178,Midfielder - Central Midfield,675000
20,14,1,11,0,3,4,0,0,right,178,Midfielder - Central Midfield,293000
26,20,9,6,2,0,0,0,0,right,185,Forward - Centre-Forward,2520000
25,19,8,28,6,2,1,0,0,right,185,Forward - Centre-Forward,4200000
24,18,7,14,1,1,0,0,0,right,185,Forward - Centre-Forward,4500000
23,17,6,52,12,6,0,0,0,right,185,Forward - Centre-Forward,2880000
22,16,5,31,15,4,0,0,0,right,185,Forward - Centre-Forward,1800000
21,15,4,37,20,3,2,0,1,right,185,Forward - Centre-Forward,697500
20,14,3,17,4,2,2,0,0,right,185,Forward - Centre-Forward,630000
19,13,2,6,0,1,0,0,0,right,185,Forward - Centre-Forward,630000
18,12,1,21,5,0,1,0,0,right,185,Forward - Centre-Forward,630000
25,20,7,12,2,1,2,0,0,left,181,Midfielder - Central Midfield,2880000
24,19,6,26,1,3,3,0,0,left,181,Midfielder - Central Midfield,3600000
